"median_house_value","total_bedrooms","total_rooms","bedroom_per_room"
"281200","354","2344","0.15"
"281300","459","1383","0.33"
"281300","661","2124","0.31"
"281300","2437","8264","0.29"
"281300","756","2610","0.29"
"281300","606","2619","0.23"
"281300","346","1674","0.21"
"281300","829","4068","0.20"
"281300","90","462","0.19"
"281300","959","5113","0.19"
"281300","2041","10923","0.19"
"281300","126","737","0.17"
"281500","387","1769","0.22"
"281500","463","2075","0.22"
"281500","434","2202","0.20"
"281500","507","3119","0.16"
"281500","600","3914","0.15"
"281600","1258","6242","0.20"
"281600","711","4449","0.16"
"281700","1477","4590","0.32"
"281700","738","2657","0.28"
"281700","354","1733","0.20"
"281700","41","260","0.16"
"281800","2993","16199","0.18"
"281800","339","2053","0.17"
"281900","291","1082","0.27"
"281900","198","1145","0.17"
"281900","223","1293","0.17"
"281900","717","4308","0.17"
"282000","856","3959","0.22"
"282000","228","1379","0.17"
"282100","350","1670","0.21"
"282100","86","431","0.20"
"282100","339","1818","0.19"
"282100","1642","9197","0.18"
"282100","355","1942","0.18"
"282100","862","5536","0.16"
"282200","510","2417","0.21"
"282200","790","3808","0.21"
"282200","467","2545","0.18"
"282200","266","2005","0.13"
"282300","757","2107","0.36"
"282300","1011","3404","0.30"
"282300","382","1973","0.19"
"282300","426","2355","0.18"
"282400","349","1743","0.20"
"282400","652","4055","0.16"
"282500","612","2811","0.22"
"282500","365","1734","0.21"
"282500","478","2878","0.17"
"282500","741","4719","0.16"
"282600","1058","4454","0.24"
"282600","271","1235","0.22"
"282600","430","2057","0.21"
"282700","1068","5544","0.19"
"282700","581","4265","0.14"
"282700","196","1466","0.13"
"282900","1028","6246","0.16"
"282900","778","5041","0.15"
"283000","263","1240","0.21"
"283000","393","2206","0.18"
"283000","349","2120","0.16"
"283100","420","2845","0.15"
"283100","530","3562","0.15"
"283200","837","2982","0.28"
"283200","3984","14891","0.27"
"283200","481","2373","0.20"
"283200","693","3404","0.20"
"283200","463","3114","0.15"
"283200","1620","10535","0.15"
"283200","320","2197","0.15"
"283300","1980","5305","0.37"
"283300","728","2353","0.31"
"283300","1045","3319","0.31"
"283300","643","2126","0.30"
"283300","346","1271","0.27"
"283300","1140","4505","0.25"
"283300","242","1382","0.18"
"283300","284","1604","0.18"
"283300","225","1389","0.16"
"283300","661","4447","0.15"
"283300","144","1119","0.13"
"283400","363","2344","0.15"
"283500","493","2670","0.18"
"283500","597","3575","0.17"
"283500","1100","6356","0.17"
"283600","748","2790","0.27"
"283600","1410","6346","0.22"
"283600","313","1576","0.20"
"283700","496","2795","0.18"
"283700","550","3283","0.17"
"283800","404","2380","0.17"
"283800","216","1318","0.16"
"283900","501","3018","0.17"
"283900","312","2349","0.13"
"284000","613","3108","0.20"
"284000","1018","6100","0.17"
"284100","414","1480","0.28"
"284100","658","2734","0.24"
"284100","373","1634","0.23"
"284100","480","2226","0.22"
"284100","302","1464","0.21"
"284100","289","1457","0.20"
"284100","56","334","0.17"
"284200","406","2182","0.19"
"284200","825","4934","0.17"
"284200","1617","10618","0.15"
"284400","219","1044","0.21"
"284500","718","4827","0.15"
"284600","482","1701","0.28"
"284600","158","806","0.20"
"284600","418","2322","0.18"
"284600","618","4269","0.14"
"284700","534","2282","0.23"
"284700","1284","6082","0.21"
"284800","765","3147","0.24"
"284800","425","2123","0.20"
"284800","362","2071","0.17"
"284800","1373","9167","0.15"
"284900","576","2515","0.23"
"284900","648","3360","0.19"
"284900","293","1718","0.17"
"284900","720","4541","0.16"
"284900","624","4232","0.15"
"285000","310","1146","0.27"
"285000","434","2344","0.19"
"285000","1260","7095","0.18"
"285000","47","309","0.15"
"285200","673","2625","0.26"
"285200","458","1949","0.23"
"285200","1270","6097","0.21"
"285200","770","5166","0.15"
"285200","1012","7208","0.14"
"285200","188","1452","0.13"
"285300","974","3306","0.29"
"285300","353","1969","0.18"
"285400","736","2784","0.26"
"285400","985","5241","0.19"
"285400","853","4931","0.17"
"285400","921","5799","0.16"
"285400","555","3742","0.15"
"285400","411","3153","0.13"
"285500","485","2418","0.20"
"285500","585","3508","0.17"
"285600","731","4458","0.16"
"285600","1637","10839","0.15"
"285700","1781","6699","0.27"
"285700","770","5069","0.15"
"285800","717","3254","0.22"
"285800","425","2023","0.21"
"285800","396","2358","0.17"
"285800","336","2317","0.15"
"285900","343","1936","0.18"
"286000","911","3588","0.25"
"286000","314","1964","0.16"
"286000","254","1743","0.15"
"286100","414","2127","0.19"
"286100","315","1746","0.18"
"286100","340","2144","0.16"
"286100","478","3273","0.15"
"286200","719","4153","0.17"
"286200","636","4137","0.15"
"286300","343","1739","0.20"
"286300","578","4082","0.14"
"286400","1037","4317","0.24"
"286400","599","2584","0.23"
"286400","2679","13038","0.21"
"286400","629","4409","0.14"
"286500","298","1467","0.20"
"286500","2568","12980","0.20"
"286500","566","2948","0.19"
"286500","420","2174","0.19"
"286500","1371","8120","0.17"
"286500","371","2505","0.15"
"286500","230","1575","0.15"
"286600","1075","4292","0.25"
"286600","351","1568","0.22"
"286600","753","4051","0.19"
"286600","488","3058","0.16"
"286600","565","4277","0.13"
"286700","1015","3710","0.27"
"286700","1134","4966","0.23"
"286700","678","4316","0.16"
"286800","430","1830","0.23"
"286800","589","3347","0.18"
"286800","745","4428","0.17"
"286800","245","1924","0.13"
"286900","269","1300","0.21"
"286900","555","2750","0.20"
"286900","391","2876","0.14"
"286900","254","2022","0.13"
"287000","383","2259","0.17"
"287100","548","2657","0.21"
"287100","232","1249","0.19"
"287100","746","4242","0.18"
"287100","298","2160","0.14"
"287200","272","1582","0.17"
"287200","379","2370","0.16"
"287200","194","1313","0.15"
"287300","238","1490","0.16"
"287300","438","3031","0.14"
"287500","823","2275","0.36"
"287500","1438","4011","0.36"
"287500","837","2604","0.32"
"287500","390","1235","0.32"
"287500","1180","3771","0.31"
"287500","214","716","0.30"
"287500","1034","3587","0.29"
"287500","2154","7803","0.28"
"287500","870","3067","0.28"
"287500","953","3595","0.27"
"287500","598","2352","0.25"
"287500","663","2703","0.25"
"287500","391","1693","0.23"
"287500","542","2621","0.21"
"287500","198","1049","0.19"
"287500","522","2842","0.18"
"287500","249","1369","0.18"
"287500","169","1020","0.17"
"287500","851","5149","0.17"
"287600","612","3223","0.19"
"287600","406","2572","0.16"
"287600","303","1890","0.16"
"287700","514","2864","0.18"
"287700","340","1946","0.17"
"287800","355","1833","0.19"
"287800","712","4050","0.18"
"287800","443","2598","0.17"
"287800","449","3230","0.14"
"287800","1333","10282","0.13"
"287900","1481","5144","0.29"
"287900","1169","4713","0.25"
"287900","542","2948","0.18"
"287900","1145","7784","0.15"
"287900","415","2730","0.15"
"288000","770","4133","0.19"
"288000","483","3107","0.16"
"288000","355","2541","0.14"
"288100","370","2073","0.18"
"288100","798","4780","0.17"
"288100","706","4552","0.16"
"288100","439","3562","0.12"
"288200","956","3548","0.27"
"288200","437","2241","0.20"
"288200","1185","6100","0.19"
"288200","88","583","0.15"
"288200","607","4260","0.14"
"288200","429","3182","0.13"
"288300","788","3269","0.24"
"288300","466","2057","0.23"
"288300","939","4438","0.21"
"288300","359","2034","0.18"
"288400","479","2150","0.22"
"288400","350","1903","0.18"
"288500","1254","6698","0.19"
"288500","235","1333","0.18"
"288500","481","3240","0.15"
"288500","271","1866","0.15"
"288500","681","4753","0.14"
"288700","678","4261","0.16"
"288700","216","1426","0.15"
"288700","491","3580","0.14"
"288800","355","2549","0.14"
"288900","634","1989","0.32"
"288900","456","1896","0.24"
"288900","460","2248","0.20"
"288900","588","3172","0.19"
"289000","254","1325","0.19"
"289000","688","4567","0.15"
"289100","541","2479","0.22"
"289100","356","2296","0.16"
"289200","280","1982","0.14"
"289300","342","1465","0.23"
"289300","328","1795","0.18"
"289400","1168","5054","0.23"
"289400","278","1465","0.19"
"289400","174","989","0.18"
"289400","238","1348","0.18"
"289400","140","805","0.17"
"289500","744","3774","0.20"
"289500","496","2517","0.20"
"289500","752","4117","0.18"
"289600","1488","7737","0.19"
"289600","394","2038","0.19"
"289600","515","2904","0.18"
"289600","445","2622","0.17"
"289600","3522","22128","0.16"
"289600","222","1398","0.16"
"289600","399","2830","0.14"
"289600","300","2240","0.13"
"289700","458","2477","0.18"
"289800","689","4462","0.15"
"289800","593","4386","0.14"
"289900","304","1489","0.20"
"289900","982","5284","0.19"
"289900","516","3037","0.17"
"290000","895","2953","0.30"
"290000","157","541","0.29"
"290000","876","3085","0.28"
"290000","541","2114","0.26"
"290000","520","2128","0.24"
"290100","408","2315","0.18"
"290200","453","2890","0.16"
"290300","474","3548","0.13"
"290400","857","4299","0.20"
"290400","451","2715","0.17"
"290400","441","3123","0.14"
"290500","1716","9659","0.18"
"290500","294","1741","0.17"
"290500","214","1362","0.16"
"290500","741","4609","0.16"
"290500","142","1111","0.13"
"290500","140","1147","0.12"
"290600","1118","3013","0.37"
"290600","882","3287","0.27"
"290600","346","1328","0.26"
"290600","184","748","0.25"
"290600","762","3554","0.21"
"290600","315","1868","0.17"
"290700","562","3010","0.19"
"290700","324","2054","0.16"
"290700","439","2895","0.15"
"290800","451","2149","0.21"
"290800","194","908","0.21"
"290800","224","1451","0.15"
"290900","582","1985","0.29"
"290900","1715","6058","0.28"
"290900","427","1877","0.23"
"290900","1664","7849","0.21"
"290900","711","3890","0.18"
"290900","426","2426","0.18"
"290900","231","1589","0.15"
"290900","764","5094","0.15"
"291000","1111","6001","0.19"
"291000","280","1604","0.17"
"291100","461","2933","0.16"
"291200","496","2867","0.17"
"291200","241","1816","0.13"
"291300","1410","8240","0.17"
"291300","335","2034","0.16"
"291300","175","1103","0.16"
"291400","768","3966","0.19"
"291400","256","1365","0.19"
"291500","713","3292","0.22"
"291500","344","1672","0.21"
"291500","300","1826","0.16"
"291500","821","5392","0.15"
"291500","419","2953","0.14"
"291500","584","4487","0.13"
"291700","1013","2924","0.35"
"291700","427","1527","0.28"
"291700","385","1574","0.24"
"291700","1270","5679","0.22"
"291700","678","3485","0.19"
"291700","384","1975","0.19"
"291700","532","3170","0.17"
"291700","363","2578","0.14"
"291700","174","1299","0.13"
"291800","837","5892","0.14"
"291900","223","1655","0.13"
"292000","258","1336","0.19"
"292000","329","2070","0.16"
"292000","580","4112","0.14"
"292100","847","3211","0.26"
"292100","743","3919","0.19"
"292100","280","1541","0.18"
"292200","291","1449","0.20"
"292200","216","1180","0.18"
"292200","328","1973","0.17"
"292200","336","2465","0.14"
"292300","654","3230","0.20"
"292300","597","3424","0.17"
"292400","1385","9662","0.14"
"292500","485","2111","0.23"
"292500","277","1550","0.18"
"292500","732","3988","0.18"
"292600","676","3157","0.21"
"292600","305","1732","0.18"
"292700","535","2020","0.26"
"292700","419","1915","0.22"
"292900","1018","4151","0.25"
"292900","943","3879","0.24"
"292900","330","1351","0.24"
"292900","696","3202","0.22"
"292900","609","2992","0.20"
"292900","337","1811","0.19"
"292900","198","1156","0.17"
"292900","478","2812","0.17"
"292900","453","3098","0.15"
"293000","1068","4193","0.25"
"293000","575","2512","0.23"
"293000","814","4348","0.19"
"293000","317","2459","0.13"
"293100","393","2652","0.15"
"293100","1020","7338","0.14"
"293200","1357","5114","0.27"
"293200","438","2268","0.19"
"293200","429","2422","0.18"
"293200","664","3634","0.18"
"293200","1169","7174","0.16"
"293300","311","1529","0.20"
"293300","649","3287","0.20"
"293300","1188","6434","0.18"
"293300","557","3084","0.18"
"293500","508","1755","0.29"
"293500","339","2081","0.16"
"293500","359","2458","0.15"
"293500","114","829","0.14"
"293700","938","5603","0.17"
"293800","460","1364","0.34"
"293800","460","1583","0.29"
"293800","386","1364","0.28"
"293800","281","1390","0.20"
"293800","342","1781","0.19"
"293800","473","2471","0.19"
"293800","65","424","0.15"
"293800","163","1279","0.13"
"293900","603","2852","0.21"
"293900","699","3924","0.18"
"293900","646","3800","0.17"
"293900","389","2399","0.16"
"293900","1368","9992","0.14"
"294000","726","2907","0.25"
"294000","405","2184","0.19"
"294000","292","1594","0.18"
"294100","338","1812","0.19"
"294100","611","3363","0.18"
"294100","436","2573","0.17"
"294100","977","5870","0.17"
"294100","779","5303","0.15"
"294200","180","991","0.18"
"294200","255","1812","0.14"
"294200","261","1957","0.13"
"294300","326","1907","0.17"
"294300","625","4173","0.15"
"294400","437","2165","0.20"
"294400","553","2846","0.19"
"294400","144","827","0.17"
"294400","337","1978","0.17"
"294500","1031","4257","0.24"
"294500","337","1859","0.18"
"294500","433","2609","0.17"
"294600","459","2690","0.17"
"294700","1295","7292","0.18"
"294700","286","1683","0.17"
"294700","491","3770","0.13"
"294800","1364","8213","0.17"
"294800","269","1651","0.16"
"294800","246","1552","0.16"
"294800","671","4713","0.14"
"294900","366","2074","0.18"
"294900","527","3592","0.15"
"294900","545","4061","0.13"
"295000","848","5005","0.17"
"295100","969","4770","0.20"
"295100","426","2670","0.16"
"295200","317","1376","0.23"
"295200","300","1424","0.21"
"295200","751","3707","0.20"
"295200","473","2935","0.16"
"295200","718","4770","0.15"
"295200","477","3204","0.15"
"295300","1313","5652","0.23"
"295300","365","1893","0.19"
"295300","631","3501","0.18"
"295300","2721","15622","0.17"
"295400","475","2239","0.21"
"295400","1244","6017","0.21"
"295400","1019","5409","0.19"
"295500","659","2442","0.27"
"295500","1054","6638","0.16"
"295500","427","2676","0.16"
"295500","501","3400","0.15"
"295600","410","1993","0.21"
"295600","1357","6565","0.21"
"295600","717","4405","0.16"
"295600","557","4021","0.14"
"295700","364","1860","0.20"
"295800","1706","6270","0.27"
"295800","543","2518","0.22"
"295800","338","2009","0.17"
"295900","1182","6358","0.19"
"295900","314","1768","0.18"
"295900","786","4549","0.17"
"296000","359","1887","0.19"
"296100","544","2369","0.23"
"296100","554","3031","0.18"
"296100","695","4707","0.15"
"296100","735","5121","0.14"
"296200","475","2421","0.20"
"296200","198","1011","0.20"
"296200","1448","9859","0.15"
"296200","435","2852","0.15"
"296300","695","3348","0.21"
"296300","295","1408","0.21"
"296400","183","900","0.20"
"296400","1174","6433","0.18"
"296400","212","1389","0.15"
"296400","448","3425","0.13"
"296600","349","1771","0.20"
"296600","269","1456","0.18"
"296600","319","1949","0.16"
"296600","530","3279","0.16"
"296700","322","1755","0.18"
"296800","538","2900","0.19"
"296800","372","2465","0.15"
"296900","301","2244","0.13"
"297100","368","1332","0.28"
"297200","148","711","0.21"
"297200","451","2863","0.16"
"297200","429","2899","0.15"
"297300","838","4807","0.17"
"297300","679","4371","0.16"
"297400","400","1705","0.23"
"297400","434","2126","0.20"
"297500","651","2163","0.30"
"297600","210","1348","0.16"
"297600","295","2022","0.15"
"297600","503","3306","0.15"
"297700","375","2216","0.17"
"297800","461","2341","0.20"
"297800","445","2310","0.19"
"297900","392","2005","0.20"
"297900","806","4172","0.19"
"297900","583","3252","0.18"
"298100","285","1459","0.20"
"298100","919","5819","0.16"
"298200","539","3866","0.14"
"298300","912","4265","0.21"
"298300","324","1754","0.18"
"298400","399","1578","0.25"
"298400","727","3122","0.23"
"298400","429","2838","0.15"
"298500","1010","6529","0.15"
"298500","305","2112","0.14"
"298600","285","1686","0.17"
"298600","705","4431","0.16"
"298800","162","850","0.19"
"298900","224","1142","0.20"
"298900","371","1910","0.19"
"298900","484","2658","0.18"
"298900","176","1194","0.15"
"299000","458","2395","0.19"
"299100","647","2548","0.25"
"299100","556","3405","0.16"
"299200","489","2535","0.19"
"299200","357","2031","0.18"
"299200","409","3205","0.13"
"299300","1317","6227","0.21"
"299300","540","3992","0.14"
"299400","1576","7477","0.21"
"299400","734","4228","0.17"
"299400","508","3746","0.14"
"299500","382","2125","0.18"
"299600","814","5080","0.16"
"299600","223","1723","0.13"
"299700","332","2212","0.15"
"300000","269","492","0.55"
"300000","2530","5221","0.48"
"300000","1345","3056","0.44"
"300000","702","1716","0.41"
"300000","570","1642","0.35"
"300000","212","626","0.34"
"300000","2331","7297","0.32"
"300000","938","3008","0.31"
"300000","727","2323","0.31"
"300000","289","977","0.30"
"300000","338","1146","0.29"
"300000","376","1312","0.29"
"300000","1295","4408","0.29"
"300000","2010","7097","0.28"
"300000","311","1150","0.27"
"300000","525","1974","0.27"
"300000","624","2442","0.26"
"300000","949","3751","0.25"
"300000","746","3135","0.24"
"300000","512","2127","0.24"
"300000","168","727","0.23"
"300000","515","2479","0.21"
"300000","722","3499","0.21"
"300000","394","2079","0.19"
"300000","275","1472","0.19"
"300000","321","1705","0.19"
"300000","228","1413","0.16"
"300000","271","1679","0.16"
"300000","233","1506","0.15"
"300000","196","1590","0.12"
"300300","743","4096","0.18"
"300300","570","3335","0.17"
"300300","624","4630","0.13"
"300400","288","2034","0.14"
"300500","894","4505","0.20"
"300600","701","4236","0.17"
"300600","602","3707","0.16"
"300700","457","3086","0.15"
"300800","483","3269","0.15"
"300900","314","1514","0.21"
"300900","359","2270","0.16"
"300900","352","2168","0.16"
"301000","1812","8400","0.22"
"301000","621","3085","0.20"
"301000","510","2689","0.19"
"301100","803","3119","0.26"
"301100","590","2445","0.24"
"301100","557","2962","0.19"
"301100","274","1675","0.16"
"301200","396","2062","0.19"
"301300","558","2558","0.22"
"301300","596","3422","0.17"
"301500","1294","8642","0.15"
"301600","547","2616","0.21"
"301600","334","2306","0.14"
"301700","286","1335","0.21"
"301700","653","4239","0.15"
"301800","2418","15201","0.16"
"301800","560","4154","0.13"
"301900","842","2664","0.32"
"301900","806","5078","0.16"
"301900","238","1800","0.13"
"302000","871","4869","0.18"
"302000","243","1462","0.17"
"302000","1302","8874","0.15"
"302000","748","5394","0.14"
"302000","406","2983","0.14"
"302100","1566","8275","0.19"
"302100","400","2181","0.18"
"302100","536","2944","0.18"
"302100","848","4946","0.17"
"302100","407","2496","0.16"
"302200","489","2361","0.21"
"302200","316","1834","0.17"
"302200","184","1259","0.15"
"302400","633","3742","0.17"
"302400","986","5992","0.16"
"302400","387","2666","0.15"
"302500","529","2000","0.26"
"302500","388","2487","0.16"
"302500","578","4095","0.14"
"302600","414","2189","0.19"
"302600","543","3567","0.15"
"302600","228","1649","0.14"
"302600","179","1288","0.14"
"302700","393","2343","0.17"
"302700","567","3856","0.15"
"302900","232","867","0.27"
"302900","548","2483","0.22"
"302900","749","4613","0.16"
"303000","669","4039","0.17"
"303100","433","2021","0.21"
"303100","795","3738","0.21"
"303200","373","2232","0.17"
"303300","228","1138","0.20"
"303300","202","1036","0.19"
"303400","843","4040","0.21"
"303400","421","3308","0.13"
"303600","691","4260","0.16"
"303700","728","2897","0.25"
"303700","283","1742","0.16"
"303800","285","885","0.32"
"303800","666","2809","0.24"
"303800","546","3250","0.17"
"303900","308","1432","0.22"
"303900","630","3362","0.19"
"303900","425","2539","0.17"
"303900","460","3913","0.12"
"304000","190","1066","0.18"
"304000","357","2254","0.16"
"304100","769","3235","0.24"
"304100","2075","9528","0.22"
"304100","504","2572","0.20"
"304100","362","2846","0.13"
"304200","148","757","0.20"
"304300","992","5689","0.17"
"304400","376","2403","0.16"
"304500","337","1387","0.24"
"304500","357","1954","0.18"
"304500","221","1624","0.14"
"304600","398","2113","0.19"
"304700","908","4636","0.20"
"304700","236","1551","0.15"
"304700","316","2153","0.15"
"304800","480","1965","0.24"
"304800","122","831","0.15"
"304900","637","4151","0.15"
"305000","438","1700","0.26"
"305000","1538","5943","0.26"
"305000","124","645","0.19"
"305000","449","2361","0.19"
"305000","293","1762","0.17"
"305100","368","2615","0.14"
"305200","727","3847","0.19"
"305200","858","6718","0.13"
"305200","71","539","0.13"
"305300","526","3715","0.14"
"305400","280","1428","0.20"
"305400","451","3108","0.15"
"305600","949","2362","0.40"
"305600","534","2208","0.24"
"305600","254","1229","0.21"
"305600","378","2020","0.19"
"305600","451","3298","0.14"
"305800","765","2586","0.30"
"305800","423","1692","0.25"
"305800","799","3362","0.24"
"305800","1467","6474","0.23"
"305800","1285","5778","0.22"
"305900","345","1865","0.18"
"306000","533","2164","0.25"
"306000","240","1315","0.18"
"306300","1105","4439","0.25"
"306300","294","1473","0.20"
"306300","555","2918","0.19"
"306300","246","1705","0.14"
"306400","282","1956","0.14"
"306500","407","2781","0.15"
"306600","728","3800","0.19"
"306700","472","1438","0.33"
"306700","489","2465","0.20"
"306700","516","2635","0.20"
"306700","777","4077","0.19"
"306700","861","6100","0.14"
"306800","1130","4138","0.27"
"306800","170","1075","0.16"
"306800","165","1017","0.16"
"306800","350","2491","0.14"
"306900","1455","9576","0.15"
"307000","1398","4167","0.34"
"307000","357","1430","0.25"
"307000","1010","4238","0.24"
"307000","244","1226","0.20"
"307000","464","3241","0.14"
"307100","430","1498","0.29"
"307100","386","1485","0.26"
"307100","492","3600","0.14"
"307100","405","3229","0.13"
"307200","777","3331","0.23"
"307400","1712","6649","0.26"
"307400","690","2792","0.25"
"307400","551","2402","0.23"
"307400","426","2267","0.19"
"307400","294","1895","0.16"
"307400","277","2187","0.13"
"307400","456","3774","0.12"
"307600","542","2222","0.24"
"307600","289","1868","0.15"
"307700","422","2018","0.21"
"307800","759","4838","0.16"
"307900","967","4921","0.20"
"308000","428","2595","0.16"
"308100","767","4113","0.19"
"308100","264","1545","0.17"
"308100","2309","16222","0.14"
"308300","279","1230","0.23"
"308300","2490","14944","0.17"
"308300","538","3268","0.16"
"308400","566","3282","0.17"
"308500","425","2140","0.20"
"308600","1244","4198","0.30"
"308600","485","2688","0.18"
"308600","481","3348","0.14"
"308700","341","1750","0.19"
"308700","123","865","0.14"
"308800","727","3292","0.22"
"308800","270","1504","0.18"
"308800","817","4910","0.17"
"308800","486","3028","0.16"
"308900","572","2795","0.20"
"308900","356","2945","0.12"
"309000","166","1087","0.15"
"309100","771","3005","0.26"
"309100","308","1410","0.22"
"309100","211","1464","0.14"
"309200","1034","5076","0.20"
"309200","2035","10534","0.19"
"309200","389","2193","0.18"
"309300","675","2814","0.24"
"309300","582","2618","0.22"
"309400","593","2609","0.23"
"309500","871","5027","0.17"
"309600","768","3618","0.21"
"309700","321","1685","0.19"
"309700","252","1561","0.16"
"309700","573","3770","0.15"
"309800","499","2536","0.20"
"309900","452","2067","0.22"
"309900","275","2296","0.12"
"310000","284","902","0.31"
"310000","1750","5915","0.30"
"310000","513","1777","0.29"
"310000","412","1444","0.29"
"310000","1158","4345","0.27"
"310000","442","1728","0.26"
"310000","136","647","0.21"
"310000","790","3792","0.21"
"310100","358","2088","0.17"
"310300","653","3282","0.20"
"310300","352","1722","0.20"
"310300","387","2090","0.19"
"310500","253","1692","0.15"
"310600","511","2043","0.25"
"310600","269","1677","0.16"
"310600","235","1840","0.13"
"310700","2812","17820","0.16"
"310700","962","6306","0.15"
"310800","205","1029","0.20"
"310800","280","1969","0.14"
"310900","1963","6128","0.32"
"310900","385","1980","0.19"
"310900","357","2017","0.18"
"310900","519","3094","0.17"
"310900","531","3121","0.17"
"311000","529","3011","0.18"
"311100","400","1901","0.21"
"311100","193","1076","0.18"
"311100","388","2799","0.14"
"311100","54","414","0.13"
"311200","1557","7748","0.20"
"311200","343","2073","0.17"
"311300","851","4943","0.17"
"311400","1227","3811","0.32"
"311400","611","2910","0.21"
"311400","235","1450","0.16"
"311500","346","2211","0.16"
"311500","416","2636","0.16"
"311500","624","4070","0.15"
"311500","1704","13556","0.13"
"311500","380","2855","0.13"
"311600","489","2757","0.18"
"311600","735","4524","0.16"
"311700","674","3073","0.22"
"311700","296","1434","0.21"
"311800","1109","5233","0.21"
"311800","508","2453","0.21"
"311800","838","5303","0.16"
"311800","156","1020","0.15"
"311800","303","2312","0.13"
"311900","350","1846","0.19"
"311900","357","2168","0.16"
"311900","1192","7794","0.15"
"312000","284","1575","0.18"
"312000","757","5644","0.13"
"312100","283","1535","0.18"
"312200","492","2367","0.21"
"312300","994","4977","0.20"
"312300","263","1371","0.19"
"312400","429","2439","0.18"
"312500","493","1176","0.42"
"312500","66","174","0.38"
"312500","47","142","0.33"
"312500","883","2832","0.31"
"312500","425","1538","0.28"
"312500","1202","4376","0.27"
"312500","493","1858","0.27"
"312500","359","1359","0.26"
"312500","23","170","0.14"
"312500","824","5688","0.14"
"312600","262","2169","0.12"
"312700","899","3724","0.24"
"312700","233","1261","0.18"
"312700","550","3250","0.17"
"313000","1527","8836","0.17"
"313000","828","4763","0.17"
"313000","501","3364","0.15"
"313100","529","2951","0.18"
"313100","584","3441","0.17"
"313100","388","2856","0.14"
"313300","1373","5039","0.27"
"313300","411","2863","0.14"
"313400","302","1363","0.22"
"313400","1382","8005","0.17"
"313400","225","1509","0.15"
"313400","862","6339","0.14"
"313600","465","1616","0.29"
"313600","684","3700","0.18"
"313700","648","3702","0.18"
"313700","1344","9621","0.14"
"313800","734","4719","0.16"
"313800","773","4928","0.16"
"313800","293","1903","0.15"
"313900","852","3983","0.21"
"313900","291","1802","0.16"
"313900","240","1532","0.16"
"314000","1182","6201","0.19"
"314000","1487","9531","0.16"
"314000","820","5416","0.15"
"314000","466","3473","0.13"
"314100","1045","3982","0.26"
"314100","251","1364","0.18"
"314100","203","1183","0.17"
"314100","178","1263","0.14"
"314200","632","3615","0.17"
"314200","500","3398","0.15"
"314300","358","1340","0.27"
"314300","321","1171","0.27"
"314300","256","1112","0.23"
"314300","423","2166","0.20"
"314400","488","3310","0.15"
"314500","421","1577","0.27"
"314700","548","2555","0.21"
"314700","494","2443","0.20"
"314700","333","1710","0.19"
"314700","229","1433","0.16"
"314800","500","2544","0.20"
"314800","171","1213","0.14"
"314900","135","612","0.22"
"314900","1225","5775","0.21"
"314900","301","1776","0.17"
"314900","513","3183","0.16"
"314900","1418","9518","0.15"
"315000","446","2144","0.21"
"315000","163","947","0.17"
"315000","98","718","0.14"
"315100","467","2381","0.20"
"315100","741","4284","0.17"
"315200","122","592","0.21"
"315200","457","2302","0.20"
"315200","426","2210","0.19"
"315200","67","476","0.14"
"315200","1181","9376","0.13"
"315300","412","2634","0.16"
"315400","330","1835","0.18"
"315500","618","2224","0.28"
"315500","427","2262","0.19"
"315500","1326","8299","0.16"
"315500","315","1930","0.16"
"315600","294","1415","0.21"
"315600","653","3353","0.19"
"315600","209","1280","0.16"
"315600","2862","18690","0.15"
"315600","331","2500","0.13"
"315600","394","3016","0.13"
"315800","643","2210","0.29"
"315800","549","3337","0.16"
"315900","174","1080","0.16"
"315900","469","3132","0.15"
"316000","234","1113","0.21"
"316000","340","1727","0.20"
"316000","597","4862","0.12"
"316100","430","2319","0.19"
"316200","1381","4930","0.28"
"316200","456","2108","0.22"
"316300","649","3675","0.18"
"316400","511","4058","0.13"
"316500","449","2705","0.17"
"316600","1675","9947","0.17"
"316700","315","649","0.49"
"316700","628","1952","0.32"
"316700","309","1062","0.29"
"316700","203","766","0.27"
"316700","1312","5368","0.24"
"316700","62","370","0.17"
"316700","601","4229","0.14"
"316700","343","2500","0.14"
"316700","312","2290","0.14"
"316700","346","2767","0.13"
"316800","527","2966","0.18"
"316900","491","2287","0.21"
"316900","419","2400","0.17"
"316900","580","3390","0.17"
"317100","375","1627","0.23"
"317600","494","2515","0.20"
"317700","449","2442","0.18"
"317700","645","3941","0.16"
"317700","327","2062","0.16"
"317800","163","793","0.21"
"317900","491","2479","0.20"
"317900","280","1477","0.19"
"317900","256","1538","0.17"
"318000","802","2947","0.27"
"318100","320","1240","0.26"
"318100","1101","4617","0.24"
"318100","1542","8806","0.18"
"318200","559","3929","0.14"
"318200","195","1355","0.14"
"318300","2038","7828","0.26"
"318300","1407","8647","0.16"
"318300","368","2460","0.15"
"318300","571","3856","0.15"
"318400","549","2084","0.26"
"318400","621","2543","0.24"
"318400","410","2095","0.20"
"318500","439","2050","0.21"
"318500","278","1564","0.18"
"318500","4407","23866","0.18"
"318500","464","2662","0.17"
"318500","270","1745","0.15"
"318500","645","4977","0.13"
"318600","1417","5949","0.24"
"318600","491","2283","0.22"
"318600","571","2566","0.22"
"318700","652","3852","0.17"
