"median_income","population","household","total_rooms","people_per_household","people_per_room"
"17778","1765","388","1338","4.549","1.319"
"17774","3785","1019","3706","3.714","1.021"
"17772","1475","460","1786","3.207","0.826"
"17765","689","353","1394","1.952","0.494"
"17763","249","57","174","4.368","1.431"
"17756","1238","504","2472","2.456","0.501"
"17756","1227","309","1548","3.971","0.793"
"17750","700","352","946","1.989","0.740"
"17750","504","137","589","3.679","0.856"
"17750","1245","273","1045","4.560","1.191"
"17743","1199","643","2547","1.865","0.471"
"17734","806","222","951","3.631","0.848"
"17734","2133","588","2660","3.628","0.802"
"17727","476","169","749","2.817","0.636"
"17727","1047","432","1891","2.424","0.554"
"17727","811","289","1434","2.806","0.566"
"17719","392","127","768","3.087","0.510"
"17716","2949","699","2888","4.219","1.021"
"17714","1142","315","1746","3.625","0.654"
"17714","1067","400","1013","2.668","1.053"
"17708","358","197","818","1.817","0.438"
"17708","1316","268","1026","4.910","1.283"
"17708","1042","333","1631","3.129","0.639"
"17708","582","143","527","4.070","1.104"
"17708","1929","971","4241","1.987","0.455"
"17701","4812","1141","3042","4.217","1.582"
"17696","1329","522","1943","2.546","0.684"
"17694","3201","720","3308","4.446","0.968"
"17692","843","281","1453","3.000","0.580"
"17692","1184","407","2263","2.909","0.523"
"17689","2951","691","2734","4.271","1.079"
"17679","4205","1009","4927","4.167","0.853"
"17679","732","235","931","3.115","0.786"
"17679","22","9","45","2.444","0.489"
"17675","1829","1393","5359","1.313","0.341"
"17670","2376","630","2338","3.771","1.016"
"17670","1266","309","1371","4.097","0.923"
"17656","1222","395","1639","3.094","0.746"
"17656","1581","387","1604","4.085","0.986"
"17652","878","449","1587","1.955","0.553"
"17642","2176","479","1647","4.543","1.321"
"17641","2717","853","2067","3.185","1.314"
"17639","1109","443","2400","2.503","0.462"
"17636","855","353","1827","2.422","0.468"
"17622","2725","1035","3978","2.633","0.685"
"17622","974","491","1929","1.984","0.505"
"17616","1789","558","3126","3.206","0.572"
"17614","511","124","496","4.121","1.030"
"17614","706","283","1470","2.495","0.480"
"17609","751","257","1602","2.922","0.469"
"17604","623","169","741","3.686","0.841"
"17600","1697","429","1572","3.956","1.080"
"17600","48","22","58","2.182","0.828"
"17596","268","116","592","2.310","0.453"
"17596","50","32","67","1.563","0.746"
"17589","1816","348","1219","5.218","1.490"
"17580","1208","409","1285","2.954","0.940"
"17579","9851","4616","17286","2.134","0.570"
"17574","895","451","1804","1.984","0.496"
"17574","1409","365","1610","3.860","0.875"
"17574","1300","504","2380","2.579","0.546"
"17572","1839","392","1855","4.691","0.991"
"17568","634","421","1334","1.506","0.475"
"17567","3220","1214","5445","2.652","0.591"
"17566","1266","494","2516","2.563","0.503"
"17566","192","93","661","2.065","0.290"
"17564","1317","386","2153","3.412","0.612"
"17562","1827","520","1790","3.513","1.021"
"17560","753","236","1253","3.191","0.601"
"17558","1594","843","2832","1.891","0.563"
"17552","1098","227","1003","4.837","1.095"
"17550","765","329","1486","2.325","0.515"
"17548","1200","351","1484","3.419","0.809"
"17546","948","243","395","3.901","2.400"
"17546","1085","300","1420","3.617","0.764"
"17542","2189","720","2275","3.040","0.962"
"17538","834","318","2237","2.623","0.373"
"17514","2991","1021","2716","2.929","1.101"
"17500","1005","224","908","4.487","1.107"
"17500","235","83","340","2.831","0.691"
"17500","192","66","215","2.909","0.893"
"17500","315","96","471","3.281","0.669"
"17500","1798","749","3150","2.401","0.571"
"17500","633","312","1708","2.029","0.371"
"17500","762","283","1667","2.693","0.457"
"17500","1350","343","1313","3.936","1.028"
"17500","1003","240","939","4.179","1.068"
"17500","1062","231","861","4.597","1.233"
"17500","2016","618","2607","3.262","0.773"
"17500","1063","342","1343","3.108","0.792"
"17500","888","215","780","4.130","1.138"
"17500","826","279","1116","2.961","0.740"
"17500","560","152","844","3.684","0.664"
"17472","434","234","1075","1.855","0.404"
"17470","1266","500","2118","2.532","0.598"
"17467","1066","318","1463","3.352","0.729"
"17464","1675","1000","3218","1.675","0.521"
"17463","551","214","1629","2.575","0.338"
"17463","1079","245","839","4.404","1.286"
"17462","1487","414","1938","3.592","0.767"
"17460","611","226","1056","2.704","0.579"
"17456","1765","727","3728","2.428","0.473"
"17452","1012","488","1629","2.074","0.621"
"17451","2194","1018","3713","2.155","0.591"
"17450","883","337","1836","2.620","0.481"
"17448","370","169","910","2.189","0.407"
"17446","1506","492","1858","3.061","0.811"
"17446","943","510","3715","1.849","0.254"
"17432","1418","357","1471","3.972","0.964"
"17431","632","276","1391","2.290","0.454"
"17427","2060","759","3611","2.714","0.570"
"17426","1160","449","2242","2.584","0.517"
"17425","1980","469","1575","4.222","1.257"
"17422","875","354","1774","2.472","0.493"
"17420","636","183","1268","3.475","0.502"
"17418","2700","688","3271","3.924","0.825"
"17417","410","122","645","3.361","0.636"
"17411","670","287","1560","2.334","0.429"
"17411","909","214","1149","4.248","0.791"
"17411","728","246","1039","2.959","0.701"
"17402","1797","464","2028","3.873","0.886"
"17400","1908","686","4225","2.781","0.452"
"17396","1101","239","946","4.607","1.164"
"17395","3325","978","2870","3.400","1.159"
"17393","423","172","1350","2.459","0.313"
"17393","3580","772","2920","4.637","1.226"
"17391","1639","548","1704","2.991","0.962"
"17388","1315","584","3369","2.252","0.390"
"17388","1425","465","2281","3.065","0.625"
"17386","676","124","512","5.452","1.320"
"17386","912","293","1463","3.113","0.623"
"17378","2271","437","1553","5.197","1.462"
"17377","1714","582","2314","2.945","0.741"
"17375","2556","924","3061","2.766","0.835"
"17375","1258","239","1021","5.264","1.232"
"17375","523","266","1280","1.966","0.409"
"17372","1746","588","2911","2.969","0.600"
"17365","3727","1529","4021","2.438","0.927"
"17361","26","14","42","1.857","0.619"
"17350","1453","332","1527","4.377","0.952"
"17348","558","253","1007","2.206","0.554"
"17344","918","236","1050","3.890","0.874"
"17344","4042","905","2985","4.466","1.354"
"17344","949","325","1425","2.920","0.666"
"17344","1201","487","1655","2.466","0.726"
"17333","355","127","689","2.795","0.515"
"17328","1044","490","1986","2.131","0.526"
"17325","1957","633","1655","3.092","1.182"
"17321","925","261","1284","3.544","0.720"
"17321","568","139","629","4.086","0.903"
"17311","3717","1767","6861","2.104","0.542"
"17308","1150","571","2416","2.014","0.476"
"17308","945","397","1957","2.380","0.483"
"17306","1463","620","1759","2.360","0.832"
"17303","1939","739","3409","2.624","0.569"
"17301","1892","643","2063","2.942","0.917"
"17301","3148","855","2706","3.682","1.163"
"17300","506","204","1025","2.480","0.494"
"17298","1156","418","1788","2.766","0.647"
"17297","1994","477","1859","4.180","1.073"
"17292","600","241","1277","2.490","0.470"
"17292","51","22","99","2.318","0.515"
"17292","1544","329","1485","4.693","1.040"
"17292","1452","371","1346","3.914","1.079"
"17292","851","198","763","4.298","1.115"
"17292","743","222","918","3.347","0.809"
"17292","135","57","290","2.368","0.466"
"17284","2053","1000","4362","2.053","0.471"
"17279","597","210","1142","2.843","0.523"
"17276","1807","440","1776","4.107","1.017"
"17273","326","136","883","2.397","0.369"
"17273","525","229","786","2.293","0.668"
"17267","1028","383","2335","2.684","0.440"
"17266","731","334","1728","2.189","0.423"
"17262","1112","238","1007","4.672","1.104"
"17262","695","254","1451","2.736","0.479"
"17262","1147","324","1465","3.540","0.783"
"17257","1166","395","2002","2.952","0.582"
"17257","2248","1144","3960","1.965","0.568"
"17250","1165","441","2235","2.642","0.521"
"17250","677","183","819","3.699","0.827"
"17250","1015","478","2436","2.123","0.417"
"17250","623","264","994","2.360","0.627"
"17250","119","19","88","6.263","1.352"
"17250","917","359","1852","2.554","0.495"
"17250","1798","769","2604","2.338","0.690"
"17245","952","353","2046","2.697","0.465"
"17244","1715","475","1815","3.611","0.945"
"17240","4518","2538","5783","1.780","0.781"
"17238","3707","1012","1950","3.663","1.901"
"17237","1112","229","1033","4.856","1.076"
"17235","1314","562","2209","2.338","0.595"
"17228","712","212","1052","3.358","0.677"
"17227","922","348","1724","2.649","0.535"
"17227","2101","1072","4773","1.960","0.440"
"17225","2080","488","1757","4.262","1.184"
"17222","576","263","1260","2.190","0.457"
"17222","709","239","1374","2.967","0.516"
"17220","1026","677","2324","1.516","0.441"
"17217","1555","560","2134","2.777","0.729"
"17214","280","132","2635","2.121","0.106"
"17213","1521","549","2687","2.770","0.566"
"17212","573","144","557","3.979","1.029"
"17212","1211","265","1215","4.570","0.997"
"17210","1605","545","1476","2.945","1.087"
"17208","847","627","2301","1.351","0.368"
"17207","2223","609","1867","3.650","1.191"
"17206","469","97","437","4.835","1.073"
"17206","401","120","418","3.342","0.959"
"17204","1050","485","5480","2.165","0.192"
"17199","3051","1000","2518","3.051","1.212"
"17197","1156","315","1379","3.670","0.838"
"17196","556","178","939","3.124","0.592"
"17188","329","96","524","3.427","0.628"
"17188","1227","407","1702","3.015","0.721"
"17188","1548","362","1787","4.276","0.866"
"17188","485","198","964","2.449","0.503"
"17188","1595","428","1492","3.727","1.069"
"17188","620","417","1895","1.487","0.327"
"17188","257","124","621","2.073","0.414"
"17184","2104","486","1947","4.329","1.081"
"17179","1727","758","2878","2.278","0.600"
"17176","683","261","1175","2.617","0.581"
"17172","979","245","826","3.996","1.185"
"17171","408","258","1330","1.581","0.307"
"17169","706","273","1285","2.586","0.549"
"17167","768","205","1107","3.746","0.694"
"17167","1256","361","1542","3.479","0.815"
"17165","1184","324","1408","3.654","0.841"
"17161","1384","684","2572","2.023","0.538"
"17159","1861","484","2174","3.845","0.856"
"17159","2082","565","2578","3.685","0.808"
"17159","796","329","1356","2.419","0.587"
"17158","1526","375","1607","4.069","0.950"
"17155","736","365","1492","2.016","0.493"
"17153","746","251","2015","2.972","0.370"
"17143","2450","740","2305","3.311","1.063"
"17143","601","242","1174","2.483","0.512"
"17137","1046","367","2595","2.850","0.403"
"17135","929","366","1639","2.538","0.567"
"17132","1519","406","1551","3.741","0.979"
"17132","1714","389","1715","4.406","0.999"
"17125","464","148","852","3.135","0.545"
"17121","1120","323","1295","3.467","0.865"
"17120","651","166","1047","3.922","0.622"
"17115","1560","381","1280","4.094","1.219"
"17109","4781","1919","8739","2.491","0.547"
"17109","1757","538","2092","3.266","0.840"
"17106","1169","395","2259","2.959","0.517"
"17105","1315","450","2171","2.922","0.606"
"17104","1318","349","1469","3.777","0.897"
"17083","3157","772","3114","4.089","1.014"
"17083","789","249","1703","3.169","0.463"
"17083","1680","418","1818","4.019","0.924"
"17083","375","158","812","2.373","0.462"
"17083","3432","1174","3403","2.923","1.009"
"17083","246","86","686","2.860","0.359"
"17083","218","92","1849","2.370","0.118"
"17079","3141","1451","6890","2.165","0.456"
"17075","2775","644","3422","4.309","0.811"
"17075","1484","541","2671","2.743","0.556"
"17067","901","328","1412","2.747","0.638"
"17064","1545","587","1889","2.632","0.818"
"17062","847","354","1750","2.393","0.484"
"17062","1152","481","2502","2.395","0.460"
"17062","246","62","271","3.968","0.908"
"17059","2411","552","2481","4.368","0.972"
"17056","790","269","1368","2.937","0.577"
"17054","2047","605","2360","3.383","0.867"
"17054","1085","273","1082","3.974","1.003"
"17052","1834","441","1869","4.159","0.981"
"17050","918","305","766","3.010","1.198"
"17039","1406","421","1766","3.340","0.796"
"17038","2158","682","1784","3.164","1.210"
"17038","1530","653","3003","2.343","0.509"
"17031","1497","548","2683","2.732","0.558"
"17031","1689","649","2272","2.602","0.743"
"17019","448","95","411","4.716","1.090"
"17016","1795","422","1190","4.254","1.508"
"17014","1835","500","1466","3.670","1.252"
"17011","797","228","925","3.496","0.862"
"17000","1007","433","2254","2.326","0.447"
"17000","222","50","143","4.440","1.552"
"17000","1341","360","2020","3.725","0.664"
"17000","462","230","966","2.009","0.478"
"17000","1673","460","1729","3.637","0.968"
"16993","1196","312","1473","3.833","0.812"
"16991","1005","401","2556","2.506","0.393"
"16987","2535","1218","3110","2.081","0.815"
"16983","4274","1621","7249","2.637","0.590"
"16983","520","259","1262","2.008","0.412"
"16981","933","227","1244","4.110","0.750"
"16977","1656","675","3404","2.453","0.486"
"16971","208","98","409","2.122","0.509"
"16964","2145","437","1444","4.908","1.485"
"16955","1829","532","2316","3.438","0.790"
"16955","1568","470","2255","3.336","0.695"
"16955","3891","1143","3684","3.404","1.056"
"16953","942","672","1366","1.402","0.690"
"16953","691","164","614","4.213","1.125"
"16953","1938","762","2393","2.543","0.810"
"16952","2052","642","2617","3.196","0.784"
"16950","686","164","405","4.183","1.694"
"16948","1885","774","4157","2.435","0.453"
"16948","893","334","1896","2.674","0.471"
"16944","498","195","965","2.554","0.516"
"16944","716","224","1096","3.196","0.653"
"16944","3260","738","3107","4.417","1.049"
"16944","69","43","919","1.605","0.075"
"16943","3928","1076","4163","3.651","0.944"
"16937","589","228","966","2.583","0.610"
"16932","841","355","1655","2.369","0.508"
"16929","1283","341","1542","3.762","0.832"
"16929","1659","676","2373","2.454","0.699"
"16923","200","73","403","2.740","0.496"
"16921","2258","594","1925","3.801","1.173"
"16911","5022","1524","7272","3.295","0.691"
"16903","4828","2028","4984","2.381","0.969"
"16902","1202","506","2183","2.375","0.551"
"16901","1807","464","2016","3.894","0.896"
"16900","994","425","1880","2.339","0.529"
"16900","576","155","820","3.716","0.702"
"16898","1240","355","1387","3.493","0.894"
"16896","1812","603","2127","3.005","0.852"
"16892","939","276","1542","3.402","0.609"
"16890","1091","281","1068","3.883","1.022"
"16888","1998","515","1582","3.880","1.263"
"16887","2135","578","2410","3.694","0.886"
"16887","760","247","1103","3.077","0.689"
"16875","1102","392","1211","2.811","0.910"
"16875","1077","461","1664","2.336","0.647"
"16875","2612","641","2761","4.075","0.946"
"16875","395","155","729","2.548","0.542"
"16875","1171","314","1749","3.729","0.670"
"16875","1266","437","2307","2.897","0.549"
"16875","384","172","1944","2.233","0.198"
"16875","1634","492","1877","3.321","0.871"
"16875","590","177","765","3.333","0.771"
"16875","1206","384","1743","3.141","0.692"
"16875","106","52","898","2.038","0.118"
"16865","832","359","2230","2.318","0.373"
"16854","3415","1224","5822","2.790","0.587"
"16851","1227","448","2217","2.739","0.553"
"16850","666","220","917","3.027","0.726"
"16849","1201","599","5293","2.005","0.227"
"16840","804","353","1492","2.278","0.539"
"16840","1654","478","2295","3.460","0.721"
"16838","541","181","859","2.989","0.630"
"16838","531","134","583","3.963","0.911"
"16833","572","190","874","3.011","0.654"
"16833","318","115","777","2.765","0.409"
"16833","191","54","289","3.537","0.661"
"16829","1608","622","2946","2.585","0.546"
"16827","974","383","1890","2.543","0.515"
"16823","933","336","1432","2.777","0.652"
"16821","859","451","2226","1.905","0.386"
"16815","1524","235","922","6.485","1.653"
"16812","1392","359","1505","3.877","0.925"
"16810","786","411","1611","1.912","0.488"
"16806","790","235","928","3.362","0.851"
"16806","987","329","649","3.000","1.521"
"16806","947","515","1651","1.839","0.574"
"16800","1596","557","2437","2.865","0.655"
"16797","379","154","677","2.461","0.560"
"16797","1203","373","1838","3.225","0.655"
"16792","2339","560","1823","4.177","1.283"
"16789","1482","465","1701","3.187","0.871"
"16786","554","277","1503","2.000","0.369"
"16786","1449","398","1618","3.641","0.896"
"16786","1311","390","1590","3.362","0.825"
"16785","7517","3262","14631","2.304","0.514"
"16784","3126","1046","5130","2.989","0.609"
"16776","1057","230","879","4.596","1.203"
"16769","898","367","2143","2.447","0.419"
"16767","855","308","1762","2.776","0.485"
"16767","779","307","1255","2.537","0.621"
"16760","2297","726","2666","3.164","0.862"
"16759","1062","401","1717","2.648","0.619"
"16757","1066","424","2773","2.514","0.384"
"16750","250","121","397","2.066","0.630"
"16750","58","25","111","2.320","0.523"
"16747","3555","966","3854","3.680","0.922"
"16731","4722","1210","5737","3.902","0.823"
"16731","1803","353","1425","5.108","1.265"
"16728","946","295","1475","3.207","0.641"
"16725","4225","1472","3038","2.870","1.391"
"16724","446","198","811","2.253","0.550"
"16722","1131","316","1675","3.579","0.675"
"16719","856","337","1317","2.540","0.650"
"16716","1880","590","2701","3.186","0.696"
"16708","1013","428","1423","2.367","0.712"
"16705","1441","788","2480","1.829","0.581"
"16699","2327","661","2386","3.520","0.975"
"16691","847","283","1219","2.993","0.695"
"16686","836","337","1312","2.481","0.637"
"16685","1362","424","1585","3.212","0.859"
"16685","2980","736","2225","4.049","1.339"
"16678","697","368","1743","1.894","0.400"
"16675","1039","391","2155","2.657","0.482"
"16667","727","201","1046","3.617","0.695"
"16667","1441","310","1087","4.648","1.326"
"16667","1381","628","2522","2.199","0.548"
"16667","611","230","1211","2.657","0.505"
"16667","1435","305","1051","4.705","1.365"
"16667","864","274","1291","3.153","0.669"
"16654","1645","640","3140","2.570","0.524"
"16652","938","374","1783","2.508","0.526"
"16652","2782","715","2771","3.891","1.004"
"16647","3814","1496","6418","2.549","0.594"
"16645","842","178","973","4.730","0.865"
"16645","1494","312","1293","4.788","1.155"
"16645","1031","259","1469","3.981","0.702"
"16642","1365","606","2124","2.252","0.643"
"16641","604","218","1009","2.771","0.599"
"16635","762","451","1687","1.690","0.452"
"16635","663","204","1018","3.250","0.651"
"16632","1380","332","1615","4.157","0.854"
"16625","1182","340","1309","3.476","0.903"
"16618","1034","500","2282","2.068","0.453"
"16611","1208","404","2010","2.990","0.601"
"16607","104","32","164","3.250","0.634"
"16607","337","155","975","2.174","0.346"
"16607","1344","414","1931","3.246","0.696"
"16607","1287","328","1517","3.924","0.848"
"16607","85","38","255","2.237","0.333"
"16607","639","190","766","3.363","0.834"
"16607","733","186","752","3.941","0.975"
"16607","531","93","217","5.710","2.447"
"16602","616","211","834","2.919","0.739"
"16597","1136","273","1062","4.161","1.070"
"16591","65","22","55","2.955","1.182"
"16585","793","216","1052","3.671","0.754"
"16581","784","356","1426","2.202","0.550"
"16579","694","236","1286","2.941","0.540"
"16575","870","282","1576","3.085","0.552"
"16574","1335","311","998","4.293","1.338"
"16571","1358","422","1880","3.218","0.722"
"16571","1367","626","2685","2.184","0.509"
"16563","542","32","164","16.938","3.305"
"16563","1591","549","2351","2.898","0.677"
"16563","781","281","1072","2.779","0.729"
"16559","1363","433","2235","3.148","0.610"
"16557","1896","443","1711","4.280","1.108"
"16554","704","238","1014","2.958","0.694"
"16552","1069","410","1995","2.607","0.536"
"16550","749","222","1321","3.374","0.567"
"16548","1676","481","2347","3.484","0.714"
"16540","2971","685","2421","4.337","1.227"
"16534","723","287","1288","2.519","0.561"
"16531","2739","841","3112","3.257","0.880"
"16528","620","268","1218","2.313","0.509"
"16522","767","273","1337","2.810","0.574"
"16521","2460","847","3446","2.904","0.714"
"16515","782","296","1199","2.642","0.652"
"16513","390","98","441","3.980","0.884"
"16509","1155","421","2245","2.743","0.514"
"16509","333","117","720","2.846","0.463"
"16505","2247","583","2238","3.854","1.004"
"16504","1710","644","2344","2.655","0.730"
"16500","1455","479","2348","3.038","0.620"
"16500","1630","590","1494","2.763","1.091"
"16500","1408","389","1510","3.620","0.932"
"16500","846","410","2046","2.063","0.413"
"16488","1272","363","1298","3.504","0.980"
"16486","1834","432","1874","4.245","0.979"
"16483","1307","499","2191","2.619","0.597"
"16477","1472","476","1784","3.092","0.825"
"16471","520","138","391","3.768","1.330"
"16469","1686","372","1590","4.532","1.060"
"16467","1083","255","1040","4.247","1.041"
"16458","429","212","910","2.024","0.471"
"16458","664","240","968","2.767","0.686"
"16452","1628","425","1838","3.831","0.886"
"16452","1666","482","1819","3.456","0.916"
"16450","726","251","1145","2.892","0.634"
"16445","1751","712","2829","2.459","0.619"
"16444","1505","754","2426","1.996","0.620"
"16437","1665","361","1555","4.612","1.071"
"16435","1300","536","2299","2.425","0.565"
"16435","1642","509","2581","3.226","0.636"
"16429","764","390","1853","1.959","0.412"
"16429","1132","444","2248","2.550","0.504"
"16429","1552","603","2312","2.574","0.671"
"16424","1131","473","2082","2.391","0.543"
"16420","508","253","938","2.008","0.542"
"16410","2334","502","2462","4.649","0.948"
"16406","634","261","492","2.429","1.289"
"16402","982","569","2580","1.726","0.381"
"16400","1025","568","2222","1.805","0.461"
"16400","1186","366","1546","3.240","0.767"
"16395","1135","303","1491","3.746","0.761"
"16393","1081","566","2728","1.910","0.396"
"16389","1086","330","1232","3.291","0.881"
"16389","470","333","1097","1.411","0.428"
"16389","2027","253","1157","8.012","1.752"
"16389","1087","385","1865","2.823","0.583"
"16389","1296","399","1771","3.248","0.732"
"16384","1631","417","1571","3.911","1.038"
"16382.000000000002","1267","292","1176","4.339","1.077"
"16378","1445","498","2481","2.902","0.582"
"16375","2317","659","3009","3.516","0.770"
"16369","731","327","1606","2.235","0.455"
"16369","810","321","1927","2.523","0.420"
"16368","1375","705","3072","1.950","0.448"
"16355","2510","652","1525","3.850","1.646"
"16354","952","255","690","3.733","1.380"
"16354","852","247","1282","3.449","0.665"
"16352","871","347","1885","2.510","0.462"
"16351","697","201","1004","3.468","0.694"
"16348","2511","648","2206","3.875","1.138"
"16346","974","385","2105","2.530","0.463"
"16343","970","382","1402","2.539","0.692"
"16341.000000000002","1157","301","1010","3.844","1.146"
"16336","1350","568","6379","2.377","0.212"
"16333","1092","273","1002","4.000","1.090"
"16331","2655","1083","2473","2.452","1.074"
"16331","850","328","1372","2.591","0.620"
"16325","1685","536","2290","3.144","0.736"
"16321.000000000002","1302","592","1999","2.199","0.651"
"16318.999999999998","3199","727","1841","4.400","1.738"
"16318","2004","622","2739","3.222","0.732"
"16318","845","319","928","2.649","0.911"
"16315","2106","687","3041","3.066","0.693"
"16310","2474","705","3184","3.509","0.777"
"16307","3276","1742","5161","1.881","0.635"
"16303","2352","796","3487","2.955","0.675"
"16302.000000000002","1698","432","1375","3.931","1.235"
"16299.999999999998","1134","286","972","3.965","1.167"
"16295","1097","283","1209","3.876","0.907"
"16286","905","393","1705","2.303","0.531"
"16277","1281","662","2434","1.935","0.526"
"16267","1031","368","1569","2.802","0.657"
"16250","46","7","24","6.571","1.917"
"16250","1220","334","1542","3.653","0.791"
"16250","482","134","399","3.597","1.208"
"16250","219","115","725","1.904","0.302"
"16250","1886","481","1911","3.921","0.987"
"16250","1483","297","1361","4.993","1.090"
"16250","301","121","767","2.488","0.392"
"16250","14","9","25","1.556","0.560"
"16250","592","230","1411","2.574","0.420"
"16250","795","228","1020","3.487","0.779"
"16250","8","2","6","4.000","1.333"
"16250","9","5","28","1.800","0.321"
"16250","3424","283","1706","12.099","2.007"
"16250","2028","535","1966","3.791","1.032"
"16250","136","40","266","3.400","0.511"
"16250","685","331","1798","2.069","0.381"
"16250","119","58","350","2.052","0.340"
"16250","8","6","18","1.333","0.444"
"16250","402","95","385","4.232","1.044"
"16250","361","105","403","3.438","0.896"
"16250","1734","336","1509","5.161","1.149"
"16250","1610","483","1116","3.333","1.443"
"16250","395","168","743","2.351","0.532"
"16250","1182","437","1988","2.705","0.595"
"16250","198","55","377","3.600","0.525"
"16250","935","362","1747","2.583","0.535"
"16250","35","9","36","3.889","0.972"
"16250","1275","20","152","63.750","8.388"
"16250","272","187","567","1.455","0.480"
"16236","1614","731","4002","2.208","0.403"
"16232","2049","918","4584","2.232","0.447"
"16228","897","377","1486","2.379","0.604"
"16221.000000000002","1776","453","1733","3.921","1.025"
"16214","1054","321","1926","3.283","0.547"
"16213","893","236","1084","3.784","0.824"
"16200.000000000002","1205","783","2571","1.539","0.469"
"16197.999999999998","425","140","610","3.036","0.697"
"16196","732","259","992","2.826","0.738"
"16187","1407","702","2318","2.004","0.607"
"16186","713","362","1564","1.970","0.456"
"16184","2309","581","1261","3.974","1.831"
"16177.999999999998","1064","603","2103","1.765","0.506"
"16172","270","112","527","2.411","0.512"
"16172","810","190","695","4.263","1.165"
"16168","2298","721","3182","3.187","0.722"
"16164","719","296","1383","2.429","0.520"
"16156","840","339","1140","2.478","0.737"
"16156","1913","514","2074","3.722","0.922"
"16154","83","45","2809","1.844","0.030"
"16150","1167","250","1206","4.668","0.968"
"16148","1955","763","3331","2.562","0.587"
"16146","702","232","1173","3.026","0.598"
"16136","249","82","223","3.037","1.117"
"16136","1586","691","6438","2.295","0.246"
"16125","286","148","464","1.932","0.616"
"16122","1640","434","1422","3.779","1.153"
"16121","1062","413","1471","2.571","0.722"
"16117.999999999998","1171","345","1287","3.394","0.910"
"16116","1038","320","1186","3.244","0.875"
"16112","4865","1612","3926","3.018","1.239"
"16111","247","77","335","3.208","0.737"
"16111","908","451","2167","2.013","0.419"
"16111","1123","369","1569","3.043","0.716"
"16111","692","538","1967","1.286","0.352"
"16103","1330","508","2450","2.618","0.543"
"16102","1831","526","2361","3.481","0.776"
"16097.999999999998","701","233","1170","3.009","0.599"
"16094","226","82","352","2.756","0.642"
"16094","1056","284","1388","3.718","0.761"
"16094","445","140","515","3.179","0.864"
"16089","890","229","460","3.886","1.935"
"16081","1108","593","1989","1.868","0.557"
"16080.000000000002","1009","311","1336","3.244","0.755"
"16080.000000000002","1489","336","1405","4.432","1.060"
"16077.999999999998","806","338","1437","2.385","0.561"
"16073","5561","1435","6202","3.875","0.897"
"16071","315","80","309","3.938","1.019"
"16071","587","231","968","2.541","0.606"
"16065","1226","264","932","4.644","1.315"
"16063","1217","481","2352","2.530","0.517"
"16047","1853","609","2964","3.043","0.625"
"16045","2175","610","2332","3.566","0.933"
"16037.999999999998","784","497","2239","1.577","0.350"
"16036.999999999998","1754","460","1273","3.813","1.378"
"16036","1010","231","751","4.372","1.345"
"16034","1620","493","1899","3.286","0.853"
"16033","505","183","1043","2.760","0.484"
"16033","493","335","1555","1.472","0.317"
"16033","1042","349","1728","2.986","0.603"
"16029","842","208","721","4.048","1.168"
"16027","2110","499","1819","4.228","1.160"
"16023","1335","330","1280","4.045","1.043"
"16023","100","34","215","2.941","0.465"
"16021","1112","550","2508","2.022","0.443"
"16011","955","321","1225","2.975","0.780"
"16009","1516","435","2228","3.485","0.680"
"16009","2813","751","2340","3.746","1.202"
"16007","1327","488","1779","2.719","0.746"
"16007","688","423","1527","1.626","0.451"
"16006","1246","576","2550","2.163","0.489"
"16000","371","111","369","3.342","1.005"
"16000","381","123","461","3.098","0.826"
"15988","625","239","1120","2.615","0.558"
"15987","1335","397","1672","3.363","0.798"
"15982","1000","508","3111","1.969","0.321"
"15972","568","187","1017","3.037","0.559"
"15972","944","347","1625","2.720","0.581"
"15972","1325","439","1102","3.018","1.202"
"15962","880","250","1086","3.520","0.810"
"15956.999999999998","986","522","3303","1.889","0.299"
"15954","4137","1104","2456","3.747","1.684"
"15938.000000000002","732","175","969","4.183","0.755"
"15933","2489","599","2395","4.155","1.039"
"15931","3565","924","3631","3.858","0.982"
"15923","1926","815","4513","2.363","0.427"
"15922","878","528","2092","1.663","0.420"
"15916.999999999998","967","257","1401","3.763","0.690"
"15911","1659","571","2610","2.905","0.636"
"15909","532","188","1378","2.830","0.386"
"15909","1071","284","1513","3.771","0.708"
"15909","572","229","626","2.498","0.914"
"15908","2447","752","3165","3.254","0.773"
"15903","912","249","919","3.663","0.992"
"15900","1525","467","2051","3.266","0.744"
"15898.000000000002","977","283","1182","3.452","0.827"
"15893","1912","618","2623","3.094","0.729"
"15885","2188","764","1771","2.864","1.235"
"15882","976","302","1389","3.232","0.703"
"15875","1275","343","1517","3.717","0.840"
"15872","1080","285","1314","3.789","0.822"
"15872","1081","708","2501","1.527","0.432"
"15863","2948","980","5051","3.008","0.584"
"15860","3535","735","3004","4.810","1.177"
"15854","3974","1189","2541","3.342","1.564"
"15850","891","367","1606","2.428","0.555"
"15846","1766","596","2608","2.963","0.677"
"15844","898","457","1648","1.965","0.545"
"15833","1359","483","2242","2.814","0.606"
"15833","902","243","1414","3.712","0.638"
"15830","3751","1539","4845","2.437","0.774"
"15827","1009","409","2157","2.467","0.468"
"15823","2250","1158","5584","1.943","0.403"
"15817.000000000002","682","273","1963","2.498","0.347"
"15817.000000000002","875","363","1974","2.410","0.443"
"15812","902","327","1255","2.758","0.719"
"15809","625","166","584","3.765","1.070"
